ResponseId,Y_vaccgot2,X_condR,M1_valancR1,M2_motYOU1R,W_pol_ideo,RP_sevR1,RP_likR1,hadcovi1,flushot1,race1R,genderR1,age,educ,income,kidsR,RP_sev1,RP_lik1,gender,kids,covrisk_get_wv1,covrisk_ill_wv1,covrisk_die_wv1,covid_worry_1_wv1,covid_worry_2_wv1,covid_worry_3_wv1,covid_worry_4_wv1
R_5vX3675iv1mS7ct,0,4,4,5,6,8,4,0,1,0,1,40,2,1,1,11,6,2,1,2,2,2,3,4,1,3
R_5yU1SeGlFfSzRyV,Null,4,1,1,2,3,4,0,0,0,0,55,5,8,0,6,6,1,0,1,3,2,1,1,2,2
R_6AmH5nC4or4bgnn,0,1,1,1,4,17,11,0,0,0,0,29,2,4,2,20,13,1,2,4,4,5,5,5,5,5
R_6DnGyT76Nb0O8oN,0,2,4,1,6,6,7,0,1,0,0,44,3,9,0,9,9,1,0,4,3,2,2,5,1,1
R_6Do3C6NhPmCIlvr,Null,1,4,5,6,17,11,1,0,0,1,44,3,3,2,20,13,2,2,4,5,4,5,5,5,5
R_6DSx4c1Fj3xAQwh,1,4,7,Null,1,2,1,1,0,0,0,32,6,5,1,5,3,1,1,1,1,1,1,1,1,2
R_6F2wmuFUxYohciJ,Null,2,6,6,6,15,1,0,0,0,1,20,1,1,0,18,3,2,0,1,1,1,5,5,4,4
R_6FrzAqnfoGeow6t,0,1,4,1,3,14,9,0,0,0,1,40,3,8,0,17,11,2,0,3,4,4,5,5,4,3
R_6fzgRLfPEuGmZjP,Null,1,5,4,4,13,10,0,3,1,1,26,2,3,1,16,12,2,1,4,4,4,4,4,4,4
R_6FZUB5BHFZMbluh,1,2,6,6,4,14,11,0,3,0,1,47,3,4,3,17,13,2,3,3,6,4,3,4,5,5
R_6G3mLb497tafu0N,0,3,4,1,5,11,1,1,0,0,1,56,2,4,0,14,3,2,0,1,1,1,3,5,2,4
R_6hAuslOFONccTKN,Null,1,4,1,5,13,8,0,2,0,0,29,4,6,2,16,10,1,2,3,4,3,4,4,4,4
R_6inmgnZxkwNoMk9,Null,3,6,4,2,12,9,0,1,0,0,61,4,7,0,15,11,1,0,7,2,2,3,5,3,4
R_6JeUWzCW9WcBjPP,1,4,6,7,4,13,7,0,0,0,1,51,2,5,2,16,9,2,2,3,3,3,4,4,4,4
R_6kUNgb6Zg6GoPFn,Null,2,6,3,6,12,8,0,1,0,1,39,4,1,0,15,10,2,0,3,4,3,2,5,4,4
R_6Mt4IbHz2xezU7T,1,2,7,7,7,12,14,1,0,0,0,67,2,1,0,15,16,1,0,4,6,6,5,5,4,1
R_6n8AosHg40nVbeV,Null,3,7,Null,2,6,1,0,3,0,0,31,2,1,0,9,3,1,0,1,1,1,1,1,4,3
R_6nDpjTdEl5D1XPz,Null,3,4,Null,4,15,10,0,1,0,0,24,5,9,0,18,12,1,0,4,2,6,5,5,5,3
R_6nGqkbtE5e9YWGJ,Null,1,3,3,2,8,8,0,1,0,0,33,6,6,0,11,10,1,0,4,4,2,3,1,4,3
R_6oldXgpg3EEZHyN,Null,2,6,1,4,13,7,Null,0,0,1,35,3,3,3,16,9,2,3,4,4,1,5,5,3,3
R_6onjey9n5t3OZMt,Null,2,2,Null,3,7,8,0,1,0,0,47,5,10,1,10,10,1,1,2,4,4,2,4,2,2
R_6P64pDp8xWauzOp,Null,3,6,4,4,15,9,Null,0,0,1,27,5,2,0,18,11,2,0,3,4,4,5,5,4,4
R_6Ps3O5ZLYzJ5gL7,Null,2,7,7,4,13,6,0,0,1,0,34,6,10,2,16,8,1,2,3,4,1,4,4,4,4
R_6QEQY6UpDVDXa2l,0,2,4,1,4,6,2,0,2,1,0,25,3,6,0,9,4,1,0,1,2,1,1,3,2,3
R_6Qf8E6rh0x5Ca3f,1,3,4,4,5,15,11,0,3,1,1,35,6,7,0,18,13,2,0,4,5,4,5,5,4,4
R_6QfNasO9pVxzgLT,Null,1,3,1,6,14,6,0,1,0,1,18,2,7,0,17,8,2,0,3,3,2,5,5,4,3
R_6r2kR5EiJElLjoZ,Null,1,4,4,4,13,4,0,0,0,1,66,4,4,0,16,6,2,0,2,2,2,4,4,4,4
R_6rmySzhwEAv69NL,Null,4,3,2,4,4,3,0,3,0,1,35,3,6,4,7,5,2,4,1,2,2,1,1,2,3
R_6rRpaiuGAyFuAiB,1,1,7,7,1,16,12,0,3,0,0,68,5,6,0,19,14,1,0,2,7,5,5,5,5,4
R_6sAzwPDV58Sdy93,Null,3,6,Null,6,10,6,0,3,1,0,68,5,9,0,13,8,1,0,2,3,3,4,5,1,3
R_6ShNhFfxFDCbwFr,0,4,3,2,6,12,10,0,1,0,0,42,5,10,2,15,12,1,2,3,5,4,5,5,3,2
R_6tetZBNBYkjEkWB,1,1,7,5,7,17,15,0,3,1,0,71,5,9,0,20,17,1,0,5,6,6,5,5,5,5
R_6uo14rMDL3CdnWN,Null,2,6,5,6,13,9,0,2,0,0,36,6,10,0,16,11,1,0,2,5,4,4,4,4,4
R_6uod4ZWf05ICEut,1,2,5,2,4,13,7,0,3,1,0,74,6,9,0,16,9,1,0,3,4,2,4,4,4,4
R_6W3rHM3ItuFrh3X,Null,1,6,Null,4,11,3,0,3,0,0,78,5,7,0,14,5,1,0,1,2,2,5,5,2,2
R_6WFPOOPIX3fumvT,1,3,6,4,4,15,15,0,3,1,0,72,2,9,0,18,17,1,0,5,6,6,5,5,4,4
R_6X8DZcOaXDwZlSh,0,1,1,5,2,6,4,0,0,0,1,45,2,4,1,9,6,2,1,2,2,2,1,2,2,4
R_6XaQQp07JQF6D97,0,3,5,1,4,15,3,0,0,0,1,43,5,7,0,18,5,2,0,2,2,1,5,5,4,4
R_6y8WZy2EocEbpGV,1,3,7,1,2,5,1,1,3,0,0,58,6,9,0,8,3,1,0,1,1,1,1,5,1,1
R_71H5wKs9fdQXEbv,1,2,6,7,7,15,9,0,3,1,0,68,6,7,0,18,11,1,0,3,5,3,5,5,4,4
R_71izD78amE9BMnT,0,2,7,7,4,4,1,1,2,0,1,33,6,5,2,7,3,2,2,1,1,1,1,2,3,1
R_73g1QkzJow6oAfv,0,3,5,3,4,12,8,0,0,0,0,24,5,6,0,15,10,1,0,4,3,3,4,4,3,4
R_73OaezBbAZeG2kx,1,1,6,6,1,15,12,0,3,1,0,70,6,9,0,18,14,1,0,5,5,4,5,5,4,4
R_74aWXyB4Pyrat0t,0,3,3,1,1,4,6,1,3,1,1,29,4,9,2,7,8,2,2,4,2,2,1,4,1,1
R_77MZRCjNZwhhaZX,0,1,7,7,6,13,6,0,3,0,1,20,2,2,0,16,8,2,0,4,2,2,3,5,4,4
R_79XIxB8jAL2y1Mt,1,2,6,5,6,11,6,0,3,1,1,68,6,10,0,14,8,2,0,2,3,3,4,4,3,3
R_7a1V32kvZsO8NPP,0,1,6,6,4,13,10,Null,3,1,1,80,2,2,0,16,12,2,0,4,4,4,4,4,4,4
R_7OplmSwzTjBDVrb,0,2,4,1,4,11,1,0,3,0,0,23,2,5,2,14,3,1,2,1,1,1,3,5,3,3
R_7PNTM8pIa87xCkp,Null,3,7,5,1,17,9,1,0,0,0,40,4,8,0,20,11,1,0,1,5,5,5,5,5,5
R_7Q9f8vatyK7VedH,Null,3,7,7,4,8,7,0,0,0,0,41,3,2,0,11,9,1,0,3,3,3,3,2,3,3
R_7QckGWpRwYCZszf,Null,4,7,7,4,15,12,1,3,1,0,63,3,8,0,18,14,1,0,5,4,5,5,5,4,4
R_7UnG5evKypguCyJ,Null,2,3,1,6,17,10,Null,1,0,1,20,2,1,0,20,12,2,0,4,4,4,5,5,5,5
R_7Uq4hL7kUcXGFsB,Null,1,4,4,4,17,8,Null,1,0,1,37,6,7,3,20,10,2,3,4,4,2,5,5,5,5
R_7WK3GBMo3p4yMoh,Null,2,3,4,1,5,6,0,1,0,0,37,6,10,1,8,8,1,1,2,2,4,2,1,1,4
R_7Wl6k1cbBsK4MUx,0,4,4,1,4,11,7,0,0,0,0,27,1,1,0,14,9,1,0,2,3,4,3,5,2,4
R_80LIH3NShl0GU13,1,4,4,4,2,11,9,0,3,1,0,56,5,2,0,14,11,1,0,3,4,4,4,4,3,3
R_80TCdXUUiczQZ7X,1,2,4,1,2,5,8,0,3,1,0,72,5,10,0,8,10,1,0,4,4,2,3,3,1,1
R_85GHnVAYVVVJJXH,Null,2,5,5,4,12,12,1,1,0,0,40,3,7,1,15,14,1,1,1,6,7,5,5,3,2
R_88p4AW2WbPGkmjv,0,1,7,7,2,16,10,0,1,0,0,34,6,8,0,19,12,1,0,7,3,2,4,5,5,5
R_8CGPgOyBJUabFnP,Null,4,6,6,4,14,7,0,3,0,1,28,5,5,0,17,9,2,0,4,3,2,4,5,4,4
R_8CGZAM4wd20XYKR,Null,1,4,4,4,9,10,1,3,0,0,26,2,1,0,12,12,1,0,4,4,4,3,4,2,3
R_8chhN8XYiPv5eCt,Null,4,4,6,4,13,4,1,0,0,0,25,5,8,Null,16,6,1,10,2,3,1,3,4,5,4
R_8Dhr5V9Noq0lWNj,0,4,2,1,4,6,7,1,0,0,1,35,2,3,3,9,9,2,3,1,4,4,2,5,1,1
R_8dzpjtzizdi7YTD,0,1,4,Null,6,17,7,0,2,0,1,41,5,7,1,20,9,2,1,3,3,3,5,5,5,5
R_8e5EFtY3RbRrXDX,Null,4,5,2,4,12,7,1,1,0,1,32,4,1,1,15,9,2,1,3,3,3,4,5,4,2
R_8eQi0MyTsNQ3aEh,1,1,5,1,1,15,12,0,3,1,1,79,2,7,0,18,14,2,0,4,5,5,5,5,4,4
R_8eS1ZKzszj46rzr,Null,1,3,2,4,5,6,0,3,0,1,58,5,6,0,8,8,2,0,2,3,3,2,2,2,2
R_8G3abRcT6EaZM41,Null,1,7,Null,2,15,17,1,2,1,0,36,6,8,1,18,19,1,1,6,6,7,5,4,4,5
R_8HNgAQHVtexL9nz,Null,4,1,1,4,5,1,0,1,0,1,21,3,2,1,8,3,2,1,1,1,1,1,5,1,1
R_8hVdThZVpY4uNO1,Null,3,7,7,4,6,9,0,3,0,1,72,3,9,0,9,11,2,0,3,4,4,3,3,2,1
R_8HVMJ1GSTYyj3vr,Null,1,4,Null,4,8,10,0,1,0,1,26,3,7,1,11,12,2,1,4,6,2,3,4,3,1
R_8iHg72DBtHtF95L,0,2,4,1,1,7,1,0,0,0,0,45,5,9,2,10,3,1,2,1,1,1,1,3,2,4
R_8iYJshML8rFEEdX,Null,2,6,6,4,1,4,0,2,0,0,73,5,6,0,4,6,1,0,2,3,1,1,1,1,1
R_8nOoXolLlDsNKHT,0,4,5,5,1,8,6,0,3,1,1,47,6,10,1,11,8,2,1,4,2,2,3,4,2,2
R_8nQfJy101gU6xGN,0,3,4,4,4,11,7,1,2,0,1,35,3,7,2,14,9,2,2,4,3,2,3,3,4,4
R_8oipni1hpz7mW1H,Null,1,4,4,5,15,10,0,3,0,1,20,3,1,3,18,12,2,3,4,4,4,4,5,5,4
R_8pSjfomKFTAq1nb,0,1,5,3,5,16,6,0,3,0,1,20,3,3,0,19,8,2,0,2,1,5,5,5,5,4
R_8rmfwXhl6JyJuk9,1,2,5,5,3,5,6,0,3,1,0,67,2,9,0,8,8,1,0,3,3,2,2,4,1,1
R_8uMtILwBRLqQ5mF,1,4,6,7,4,13,11,0,3,0,1,64,3,2,0,16,13,2,0,4,5,4,4,4,4,4
R_8vx1MOQSUi7pQpH,Null,2,4,3,5,1,1,1,0,1,1,31,5,8,0,4,3,2,0,1,1,1,1,1,1,1
R_8w9tM7jfS9eOT5L,Null,1,5,Null,5,16,13,0,3,0,1,28,5,7,0,19,15,2,0,6,5,4,5,5,5,4
R_8wciMa04pGJaMKd,0,2,6,6,3,7,3,0,1,0,1,33,3,1,4,10,5,2,4,2,2,1,4,4,1,1
R_8wX7uZzb169l7Lb,0,1,5,4,3,10,11,0,2,0,0,35,5,10,0,13,13,1,0,5,5,3,4,4,3,2
R_8wYq2lnbuqvpDVv,1,4,5,6,5,13,11,0,3,1,1,72,5,5,0,16,13,2,0,2,6,5,5,4,4,3
R_9A1xfFXyA5NN2et,0,3,3,1,4,15,8,0,0,0,1,31,5,5,2,18,10,2,2,2,4,4,5,4,4,5
R_9AdgW6K8KJZCjQd,Null,4,1,1,7,6,3,0,1,0,1,42,4,7,1,9,5,2,1,1,2,2,1,5,1,2
R_9AHw9wQJTMWLlbb,Null,2,4,3,6,1,1,0,0,0,1,27,2,2,2,4,3,2,2,1,1,1,1,1,1,1
R_9B9CArrl6Bf44G5,0,2,6,6,4,17,10,0,0,0,1,38,6,7,1,20,12,2,1,4,4,4,5,5,5,5
R_9BRN3c1gcE9WfXH,1,2,7,7,4,12,2,0,1,0,0,36,2,8,0,15,4,1,0,2,1,1,3,5,3,4
R_9FDYe2LGPvYBe37,Null,4,7,1,4,1,13,0,0,0,0,60,3,1,0,4,15,1,0,1,7,7,1,1,1,1
R_9FENAhjewUPxLmV,0,4,6,7,4,11,3,Null,0,0,1,42,3,5,1,14,5,2,1,2,2,1,3,4,4,3
R_9Fg7W6rTH8LsXpD,Null,1,6,1,4,4,5,0,0,0,0,57,5,10,0,7,7,1,0,2,3,2,1,4,1,1
R_9FQV2GlEprssTMR,Null,2,5,5,3,8,6,0,0,0,1,45,5,1,1,11,8,2,1,3,3,2,4,4,2,1
R_9FVzEOoa7uCVnmF,Null,2,4,3,4,5,4,0,0,0,0,39,6,9,1,8,6,1,1,2,2,2,1,5,1,1
R_9Kpdy9dHfybrg5z,Null,1,5,6,4,7,6,0,0,0,0,62,3,6,0,10,8,1,0,3,3,2,3,4,1,2
R_9KseRqcFnuElgfT,1,4,6,5,4,1,7,0,2,0,0,38,5,7,0,4,9,1,0,3,3,3,1,1,1,1
R_9Le5vgPFiQQPR1T,1,2,5,4,7,15,9,0,3,1,0,68,6,6,0,18,11,1,0,4,4,3,5,5,4,4
R_9LTb1873AGwIOs1,Null,3,6,7,2,4,4,0,0,1,0,52,5,9,0,7,6,1,0,2,2,2,1,2,1,3
R_9LXrsNAIaOuaP7z,Null,4,5,6,3,13,7,Null,1,0,0,35,2,4,2,16,9,1,2,5,2,2,4,4,4,4
R_9MHmLXWLobEqayZ,Null,4,5,5,3,9,6,0,0,1,0,57,5,10,0,12,8,1,0,3,3,2,4,4,2,2
R_9mpIKL3W6LatBPH,0,1,7,7,7,15,9,0,0,0,0,45,5,3,0,18,11,1,0,3,4,4,5,5,4,4
R_9NAIevtR8TcHltf,Null,1,4,5,6,17,8,1,0,0,1,28,6,3,0,20,10,2,0,1,5,4,5,5,5,5
R_9nx9Vc0nM9pJ3fX,0,4,5,5,1,4,3,0,2,1,0,49,2,9,0,7,5,1,0,2,2,1,1,4,1,1
R_9pj7255eyfXgBFv,Null,4,4,3,2,6,7,0,0,1,0,25,2,7,2,9,9,1,2,3,4,2,2,2,3,2
R_9RmOCSsa4bPI5ZD,0,1,2,1,4,5,4,0,0,0,1,31,3,8,0,8,6,2,0,1,3,2,1,4,1,2
R_9S6AIxnC3GzCI5b,0,4,4,1,4,12,7,1,1,0,1,29,6,3,0,15,9,2,0,4,3,2,4,5,3,3
R_9WBz1KJ5y9wR2db,0,3,4,1,6,12,6,0,0,0,0,32,3,4,0,15,8,1,0,2,2,4,4,5,3,3
R_9yOMK38qY7LzeGl,Null,2,1,1,5,5,1,0,1,0,1,31,2,1,1,8,3,2,1,1,1,1,2,2,2,2
R_9YQZoHcWNTIcVnX,0,3,4,4,4,17,7,0,0,0,1,37,2,4,3,20,9,2,3,1,4,4,5,5,5,5
R_9yvEJRW8lK0yco1,Null,1,2,1,4,17,10,0,3,0,1,19,3,1,1,20,12,2,1,4,4,4,5,5,5,5
R_9zAr5RvPROCSbBv,Null,4,4,5,4,9,10,0,0,1,1,27,2,6,0,12,12,2,0,4,4,4,2,4,3,3
R_9ZhDHpU2WxSS9lD,Null,3,4,1,4,4,1,1,1,0,0,43,6,9,0,7,3,1,0,1,1,1,1,4,1,1
R_9ZxaRjv4vVJHGrD,Null,4,4,1,1,9,19,Null,1,0,0,23,6,1,Null,12,21,1,8,7,7,7,5,5,1,1
R_A02wDixpy9SBgWd,Null,2,6,4,4,5,4,Null,1,1,0,72,6,9,0,8,6,1,0,3,2,1,2,4,1,1
R_A0DIOygk8Ksc5A5,0,3,7,7,6,11,7,Null,3,0,0,43,6,7,1,14,9,1,1,7,1,1,3,5,3,3
R_A0NMUXtNv7S58Ih,0,3,1,1,2,1,1,0,0,1,1,35,2,9,1,4,3,2,1,1,1,1,1,1,1,1
R_A0RZo8hHcAENlpn,Null,2,6,3,1,13,4,0,2,0,0,35,6,9,2,16,6,1,2,1,2,3,5,4,3,4
R_A0wvh7vnSK47h3H,1,1,6,7,4,11,2,0,3,0,0,31,3,3,0,14,4,1,0,1,2,1,3,5,3,3
R_A0zaN9NMOSPADVT,Null,4,6,1,4,12,6,1,0,0,1,30,1,4,3,15,8,2,3,2,4,2,3,4,4,4
R_a2TKL6Rj4qqM5Jn,Null,3,6,6,3,14,8,0,3,0,0,43,2,8,3,17,10,1,3,5,3,2,5,4,4,4
R_a3HbPXxLAOzXgLT,Null,4,7,Null,2,7,5,0,3,1,0,71,5,8,0,10,7,1,0,2,3,2,4,4,1,1
R_A51trmPoSu1HfQB,0,4,6,7,2,17,13,0,2,0,1,43,4,3,1,20,15,2,1,4,6,5,5,5,5,5
R_A7D239PdEcKPvMd,Null,3,5,4,4,12,4,0,1,0,0,33,5,10,1,15,6,1,1,2,2,2,4,5,3,3
R_A7k3Jehg1z9TQVr,Null,4,4,4,4,9,4,0,3,0,0,75,4,2,0,12,6,1,0,2,2,2,3,3,3,3
R_A7nKLVAxh5Lxvgd,Null,4,6,5,2,4,9,0,3,1,0,62,5,6,0,7,11,1,0,4,4,3,2,3,1,1
R_a9obF0OiYFvRpkd,Null,2,4,1,6,17,11,Null,0,0,1,34,3,6,2,20,13,2,2,6,4,3,5,5,5,5
R_AAqdlC5qKkwH5E5,Null,2,5,3,2,17,8,1,0,0,0,45,3,4,0,20,10,1,0,4,4,2,5,5,5,5
R_aaut8iKxGaLHFa9,0,2,5,4,6,17,7,0,3,0,1,25,6,2,0,20,9,2,0,3,4,2,5,5,5,5
R_Ab0cQ5GykymVSCd,1,2,5,5,4,5,4,0,1,1,1,61,5,7,0,8,6,2,0,2,2,2,1,2,1,4
R_ABb6zhraxdoH8at,Null,4,7,Null,1,17,6,0,1,0,0,38,2,4,0,20,8,1,0,1,5,2,5,5,5,5
R_abILx9DxnaaNCUN,Null,3,4,1,4,5,6,0,0,0,0,27,2,7,0,8,8,1,0,1,5,2,2,4,1,1
R_AcyxveDEMCFSGM9,1,2,4,4,5,14,6,0,0,1,1,67,6,6,0,17,8,2,0,2,3,3,5,5,3,4
R_AczVw1LGvEwSSv7,0,2,5,4,6,15,6,0,3,0,1,28,5,8,2,18,8,2,2,3,3,2,4,5,4,5
R_Ad4R8uUUYZUaw9P,1,1,4,1,6,14,7,0,0,0,1,25,4,6,0,17,9,2,0,4,3,2,4,5,4,4
R_AdnYLteZUbwaeGZ,Null,4,4,1,6,1,1,0,0,1,1,49,1,1,5,4,3,2,5,1,1,1,1,1,1,1
R_AFhNyDbO8AjWaCR,Null,1,3,3,4,9,3,1,1,0,0,42,5,9,0,12,5,1,0,2,2,1,2,4,3,3
R_AFpGa6zYNFEadsB,Null,4,2,4,4,9,10,1,1,0,1,34,2,3,1,12,12,2,1,4,4,4,3,3,3,3
R_AG2Gyye2r7TXNG9,0,1,4,3,5,17,8,0,0,0,1,36,3,1,0,20,10,2,0,2,5,3,5,5,5,5
R_AG64mku97KDRoAh,Null,2,7,7,1,9,1,0,0,0,1,67,4,2,0,12,3,2,0,1,1,1,1,1,5,5
R_AgGE0Hyyx3eKVtT,0,1,7,3,4,17,7,1,1,0,1,32,5,3,2,20,9,2,2,1,5,3,5,5,5,5
R_AGJifQIplfivs89,1,2,6,Null,4,13,16,0,3,0,0,26,6,7,0,16,18,1,0,6,6,6,4,4,4,4
R_AgPR4THW36gidUZ,0,4,3,3,1,8,8,0,1,0,1,38,2,10,0,11,10,2,0,4,4,2,2,3,4,2
R_ahLwQUrWNnDDSJr,Null,4,6,6,5,16,11,Null,3,0,1,35,6,7,0,19,13,2,0,5,4,4,5,5,5,4
R_Ahz9rnHZaHO1xpD,1,3,7,Null,4,9,4,0,3,0,1,40,5,4,2,12,6,2,2,1,4,1,3,3,3,3
R_ai7vfbQUFzCQjmN,0,3,4,1,6,15,5,0,0,0,Null,22,2,4,1,18,7,88,1,1,3,3,4,5,4,5
R_AiffFfphdnCb1Hr,Null,3,7,7,4,11,6,0,1,0,1,60,3,5,0,14,8,2,0,2,3,3,4,5,3,2
R_Aj5W9MGCrBLF6r7,Null,1,1,1,2,3,8,0,3,0,0,48,2,9,0,6,10,1,0,3,4,3,2,2,1,1
R_AjGiXyuOej6a34Z,0,1,4,1,4,12,7,1,3,0,1,21,3,10,2,15,9,2,2,3,3,3,3,5,4,3
R_AKwBLk5U5VcOwUh,Null,2,4,1,4,8,4,0,1,0,1,65,3,2,0,11,6,2,0,2,2,2,3,3,2,3
R_AL2YZeqSwKP8Pip,1,3,5,3,5,13,12,0,0,0,1,67,6,5,0,16,14,2,0,5,5,4,5,5,3,3
R_ANFSiLJM1dJfOYF,0,2,5,1,2,9,2,0,2,0,1,52,5,4,2,12,4,2,2,1,2,1,1,5,4,2
R_AoBwadXxNIkOYU1,Null,2,1,Null,1,1,1,1,1,0,0,26,6,9,1,4,3,1,1,1,1,1,1,1,1,1
R_AoYPyhvPHyMjIhX,Null,3,4,5,4,1,6,0,3,0,0,62,6,8,0,4,8,1,0,3,3,2,1,1,1,1
R_Ap7c8MOGI9vbQlj,1,4,7,7,4,7,7,1,3,1,0,75,5,5,0,10,9,1,0,3,3,3,2,4,2,2
R_Appg2wseVrys21b,0,3,4,1,1,4,5,0,0,1,0,61,2,9,0,7,7,1,0,3,2,2,1,4,1,1
R_ApV6fpLmxpVQ1KV,0,2,7,3,5,10,3,0,0,0,1,46,3,5,0,13,5,2,0,2,2,1,5,5,2,1
R_AsT3WvU0YNsWf5L,0,2,1,1,7,17,15,1,2,0,1,26,2,4,2,20,17,2,2,4,7,6,5,5,5,5
R_At9rAYqFYLgmeu5,0,1,1,1,4,13,13,0,2,0,1,38,2,1,1,16,15,2,1,1,7,7,2,5,4,5
R_AtXen8tSXgdM8OB,Null,1,7,7,4,14,6,0,3,0,1,66,5,6,0,17,8,2,0,2,3,3,4,5,4,4
R_aUVvb8YLRMtWPg5,1,3,5,4,1,7,1,0,0,0,0,78,5,9,0,10,3,1,0,1,1,1,1,4,2,3
R_Av2i5XP1bm87W7f,0,4,4,1,2,12,6,0,0,0,1,33,3,6,1,15,8,2,1,2,3,3,4,5,3,3
R_aVFCPvSrGvdw3D3,Null,3,7,7,4,15,9,0,3,0,0,83,4,9,0,18,11,1,0,2,4,5,5,5,4,4
R_AvZnAMLDpcjnrON,1,4,6,5,4,12,14,0,2,1,1,71,5,6,0,15,16,2,0,4,6,6,5,4,3,3
R_aXastikYaPkdmpj,0,2,6,1,4,15,1,0,0,0,0,43,5,7,0,18,3,1,0,1,1,1,4,5,5,4
R_aXhS8M6cpRbQ17b,Null,1,5,5,6,7,7,0,0,0,0,32,5,9,4,10,9,1,4,5,3,1,2,4,2,2
R_AyqriFWkdFeTxaV,Null,Null,Null,Null,4,10,Null,Null,0,0,0,22,5,7,0,13,Null,1,0,Null,Null,Null,3,3,4,3
R_aYusamQTgRB3VqF,Null,3,6,7,4,5,4,0,3,0,1,68,4,7,0,8,6,2,0,2,2,2,2,2,2,2
R_AzcDHPJFV1R8uCl,0,4,7,7,7,16,10,1,3,0,1,30,6,6,3,19,12,2,3,4,4,4,5,5,4,5
R_b30guUzxM7k4mXf,1,1,7,7,5,12,12,0,3,0,0,54,5,7,1,15,14,1,1,5,5,4,5,5,4,1
R_b3KOtr1OwQoHLNL,0,2,4,1,1,1,1,0,0,0,1,68,2,2,0,4,3,2,0,1,1,1,1,1,1,1
R_b7WnzcS5YIEntdf,Null,4,5,5,6,16,2,0,0,0,1,25,2,1,0,19,4,2,0,2,1,1,5,5,4,5
R_b8DVJHq3dZaYjCh,Null,4,6,Null,4,15,14,0,2,0,0,33,5,9,2,18,16,1,2,5,5,6,4,4,5,5
R_b9jlIROoJZ0Vh9D,0,2,1,1,2,2,6,Null,0,0,1,50,5,7,1,5,8,2,1,3,3,2,1,2,1,1
R_b9nM1myOzetBtOV,Null,3,4,4,6,9,11,0,3,1,0,73,2,5,0,12,13,1,0,4,5,4,5,5,1,1
R_ba2JpBc4UsU8Z7b,0,4,6,3,4,10,3,0,3,0,0,31,5,8,2,13,5,1,2,3,1,1,3,4,2,4
R_BCViHtvyDqWCyoF,Null,3,4,4,2,2,4,0,3,0,0,64,5,10,0,5,6,1,0,2,2,2,1,2,1,1
R_bD66KIxgS0OpRrX,1,2,2,7,4,9,Null,0,3,0,1,69,4,2,1,12,Null,2,1,Null,6,5,4,4,2,2
R_BE6h83Sv7qGdfVL,Null,1,4,4,4,11,10,0,1,0,1,40,5,7,3,14,12,2,3,4,4,4,3,4,4,3
R_BER3gpT2wvgCxB7,0,2,6,6,4,14,4,0,2,1,0,24,6,9,0,17,6,1,0,2,2,2,4,5,4,4
R_bf5BlNwYUDhhiLv,1,2,7,5,4,1,2,0,3,0,0,54,3,5,0,4,4,1,0,2,1,1,1,1,1,1
R_bgBoaAisBMaAENP,Null,2,5,Null,2,11,12,1,1,1,1,26,5,7,1,14,14,2,1,5,4,5,4,2,4,4
R_bgeiHcAxJzu0csV,Null,4,4,2,1,3,3,0,3,0,0,59,3,3,0,6,5,1,0,2,2,1,2,2,1,1
R_bggHSTNeiLs6vIt,Null,1,6,Null,5,15,17,0,1,0,1,33,5,1,2,18,19,2,2,6,7,6,5,4,5,4
R_BKFcbrYJqf4kLRv,Null,3,5,6,2,13,3,0,3,0,0,26,3,2,0,16,5,1,0,1,2,2,3,5,5,3
R_bKJnjiJXMxkd6FP,Null,2,4,3,5,2,1,0,0,0,0,27,3,3,0,5,3,1,0,1,1,1,1,2,1,1
R_bKMmt57f8DnhZkt,Null,3,7,Null,3,7,9,0,2,0,1,18,6,5,1,10,11,2,1,4,3,4,2,4,3,1
R_bkZHFOKbPJK3Q9b,Null,3,7,Null,6,13,14,Null,3,0,1,39,6,5,0,16,16,2,0,5,5,6,5,5,3,3
R_BKzT92EOfISpaXD,1,3,6,Null,4,15,10,0,3,0,1,36,6,10,2,18,12,2,2,4,4,4,5,5,4,4
R_bloN8yhSVmgZ8Ih,0,3,1,1,2,17,17,0,3,1,1,57,2,6,0,20,19,2,0,5,7,7,5,5,5,5
R_BM3nNQmPWGvgXq9,0,4,5,4,4,10,6,0,1,0,1,39,3,9,2,13,8,2,2,3,3,2,3,3,4,3
R_bmtyXsC1Fpx0ZjP,Null,2,4,Null,5,11,8,Null,3,1,1,63,4,8,0,14,10,2,0,3,4,3,4,4,3,3
R_bNk1kTXhdKIPLDr,Null,3,4,4,4,9,10,Null,0,1,0,22,2,1,0,12,12,1,0,4,4,4,3,3,3,3
R_bNsNJyoWNjv7uTf,Null,3,6,7,7,16,1,0,1,0,0,34,6,4,1,19,3,1,1,1,1,1,4,5,5,5
R_bO6pLjY3JZuEWw9,1,1,4,1,2,4,2,0,3,1,0,62,3,9,0,7,4,1,0,1,2,1,1,4,1,1
R_bOsrg6L4UEGzrmF,1,2,6,4,7,17,6,0,3,1,0,63,6,10,0,20,8,1,0,3,3,2,5,5,5,5
R_BP2g5PMZeZQE6gp,0,2,2,1,4,10,3,0,0,0,1,50,2,1,0,13,5,2,0,1,2,2,1,4,4,4
